ine5,codi6,municipi,comarca,vegueria,poblacio,hab_total,hab_principal,hab_noprincipal,pct_noprincipal,hab_per_hab,index_envelliment,densitat_hab_km2,renda_neta_persona,poblacio_nascuda_catalunya,poblacio_nascuda_resta_espanya,poblacio_nascuda_estranger,pct_nascuda_estranger,pct_nacionalitat_estrangera,bretxa_naturalitzacio,delta_pct_estrangera_finestra,confianca_origen,rtc_total,rtc_hut,rtc_per_1000hab,rtc_per_100hab_viv,kg_hab_any,kwh_hab,vidre_hab,residu_base_ratio,kwh_base_ratio,vidre_base_ratio,restauracio_estab,restauracio_per_1000hab,serveis_estab,serveis_per_1000hab,poblacio_pernocta_est,gap_pernocta,gap_pernocta_pct,carrega_total_est,carrega_funcional_est,index_turisme,confianca,poblacio_real_est,gap_abs,gap_pct,poblacio_real_rel,pct_icaen_EFG,IETR,IETR_rank,IETR_stock,IETR_impact,tipologia,confianca_score,divergencia_senyals,pct_indep,pct_esquerra,pct_extrema_dreta,guanya
17114,171143,Olot,Garrotxa,Comarques Gironines,39516,16713,13638,3075,18.4,0.423,143.4,1361.2,15213,23295,3032,13189,33.38,27.78,5.6,5.62,alta,134,103,3.39,0.8,425.25,1057.6,17.8,1.04,0.88,0.67,110,2.78,129,3.26,34740,-4776,-12.1,40986,40986,29.4,mitjana,40986,1470,3.7,37177,,5.74,792,7.83,3.66,capital_serveis,81.4,25,,,,
17115,171156,Ordis,Alt Empordà,Comarques Gironines,411,166,128,38,22.89,0.404,124.3,48.1,17081,338,26,47,11.44,12.17,-0.73,4.87,alta,12,9,29.2,7.23,637.65,1709.5,35.9,1.56,0.96,1.35,0,0,3,7.3,394,-17,-4.1,639,639,51.2,alta,639,228,55.5,580,,23.38,486,10.84,35.93,indeterminat,71.4,53,,,,
17116,171169,Osor,Selva,Comarques Gironines,429,318,187,131,41.19,0.741,342.4,8.2,15918,348,24,57,13.29,8.16,5.13,2.09,alta,23,18,53.61,7.23,406.47,1541.3,27,0.99,0.85,1.02,3,6.99,6,13.99,364,-65,-15.2,425,429,40.5,baixa,425,-4,-0.9,386,,43.79,269,42.97,44.61,indeterminat,81.3,25,,,,
17117,171175,Palafrugell,Baix Empordà,Comarques Gironines,24556,17675,8687,8988,50.85,0.72,127.8,913.5,13607,14391,2715,7450,30.34,24.73,5.61,2.28,alta,2838,2786,115.57,16.06,707.68,1872.8,47.1,1.73,1.52,1.78,124,5.05,104,4.24,37238,12682,51.6,42385,42385,64.6,alta,42385,17829,72.6,38446,,70.68,80,50.4,90.95,capital_serveis,84.1,17,,,,
17118,171181,Palamós,Baix Empordà,Comarques Gironines,18921,13007,7193,5814,44.7,0.687,185.5,1353.4,15197,11755,2583,4583,24.22,17.36,6.86,3.54,alta,1652,1628,87.31,12.7,730.7,1542.8,41.8,1.78,1.21,1.58,140,7.4,62,3.28,22949,4028,21.3,33721,33721,58.2,baixa,33721,14800,78.2,30588,,59.84,151,43.44,76.24,indeterminat,84.8,15,,,,
17119,171194,Palau de Santa Eulàlia,Alt Empordà,Comarques Gironines,124,81,49,32,39.51,0.653,200,14.7,22878,102,8,14,11.29,10.48,0.81,5.07,mitjana,8,6,64.52,9.88,406.46,2101.9,53.2,0.99,0.97,2.01,0,0,2,16.13,120,-4,-3.2,123,124,71.9,baixa,123,-1,-0.8,112,,47.64,238,37.28,58,indeterminat,49.1,36,,,,
17120,171208,Palau-saverdera,Alt Empordà,Comarques Gironines,1524,936,547,389,41.56,0.614,143.9,92.6,15557,957,109,458,30.05,26.51,3.54,-0.43,alta,107,98,70.21,11.43,1025.29,2529.7,42.8,2.5,1.52,1.62,4,2.62,4,2.62,2320,796,52.2,3811,3811,59.4,alta,3811,2287,150.1,3457,,51.4,199,37.21,65.6,indeterminat,53.6,83,,,,
17121,171215,Palau-sator,Baix Empordà,Comarques Gironines,320,259,120,139,53.67,0.809,202.8,25.8,21721,252,4,64,20,15,5,3.75,alta,45,31,140.63,17.37,1717.06,4684.3,138.4,4.19,2.26,5.22,11,34.38,3,9.38,722,402,125.6,1340,1340,100,alta,1340,1020,318.8,1216,,78.49,57,57.12,99.86,segona_residencia,39.2,100,,,,
17123,171236,Palol de Revardit,Pla de l'Estany,Comarques Gironines,463,206,151,55,26.7,0.445,182.8,25.8,17636,401,29,33,7.13,6.26,0.87,0.65,alta,7,4,15.12,3.4,592.23,1825.3,51.9,1.44,0.99,1.96,2,4.32,3,6.48,458,-5,-1.1,669,669,70.4,alta,669,206,44.5,607,,16.65,576,16.13,17.17,excursio,77,37,,,,
17124,171241,Pals,Baix Empordà,Comarques Gironines,2552,3989,1028,2961,74.23,1.563,242.1,98.8,17555,1646,181,725,28.41,22.61,5.8,1.8,alta,1445,1412,566.22,36.22,2019.21,4956.7,126.9,4.92,2.81,4.79,36,14.11,13,5.09,7159,4607,180.5,12568,12568,100,alta,12568,10016,392.5,11400,,100,2,100,100,segona_residencia,55.7,69,,,,
17125,171254,Pardines,Ripollès,Comarques Gironines,168,220,63,157,71.36,1.31,175,5.4,17037,154,7,7,4.17,2.98,1.19,-0.07,mitjana,18,10,107.14,8.18,586.2,1821.9,54.9,1.43,0.96,2.07,3,17.86,1,5.95,161,-7,-4.2,240,240,74,alta,240,72,42.9,218,,80.61,54,94.18,67.05,excursio,46.7,63,,,,
17126,171267,Parlavà,Baix Empordà,Comarques Gironines,435,268,162,106,39.55,0.616,214.3,70.4,17970,390,13,32,7.36,4.37,2.99,-0.45,mitjana,29,21,66.67,10.82,847.98,2458.1,75.3,2.07,1.42,2.84,0,0,3,6.9,617,182,41.8,900,900,98.5,alta,900,465,106.9,816,,48.85,227,35.55,62.15,segona_residencia,70.3,56,,,,
17128,171289,Pau,Alt Empordà,Comarques Gironines,558,314,220,94,29.94,0.563,242.6,52.1,15373,374,30,154,27.6,28.49,-0.89,-1.53,alta,41,36,73.48,13.06,718.83,2412.7,42.5,1.75,1.44,1.6,2,3.58,4,7.17,802,244,43.7,978,978,59.1,alta,978,420,75.3,887,,48.61,230,24.61,72.61,indeterminat,71.4,53,,,,
17129,171292,Pedret i Marzà,Alt Empordà,Comarques Gironines,208,108,71,37,34.26,0.519,108.1,24,16474,153,18,37,17.79,12.5,5.29,4.39,alta,9,5,43.27,8.33,591.49,1737.1,34.4,1.44,0.97,1.3,0,0,2,9.62,202,-6,-2.9,300,300,49.4,alta,300,92,44.2,272,,35.58,340,26.28,44.88,indeterminat,66.4,22,,,,
17130,171306,"Pera, la",Baix Empordà,Comarques Gironines,449,270,168,102,37.78,0.601,184.2,38.9,19090,370,22,57,12.69,10.69,2,1.74,alta,21,16,46.77,7.78,750.77,2900,69.8,1.83,1.52,2.63,5,11.14,3,6.68,683,234,52.1,822,822,91.8,alta,822,373,83.1,746,,38.72,313,33.28,44.15,segona_residencia,70.6,55,,,,
17132,171328,Peralada,Alt Empordà,Comarques Gironines,2087,1125,737,388,34.49,0.539,153.3,47.9,19359,1594,146,347,16.63,12.65,3.98,-0.31,alta,77,59,36.9,6.84,1064.58,2310.7,67.3,2.6,1.21,2.54,6,2.87,6,2.87,2524,437,20.9,5419,5419,88.8,alta,5419,3332,159.7,4915,,32.35,370,27.44,37.27,segona_residencia,45.7,100,,,,
17133,171334,"Planes d'Hostoles, les",Garrotxa,Comarques Gironines,1747,963,652,311,32.29,0.551,234.1,46.6,15861,1434,72,241,13.8,11.68,2.12,0.24,alta,48,35,27.48,4.98,387.03,1545.7,26.3,0.94,0.9,0.99,8,4.58,10,5.72,1575,-172,-9.8,1649,1747,39.6,mitjana,1649,-98,-5.6,1496,,26.66,442,26.09,27.24,indeterminat,85.1,14,,,,
17134,171349,Planoles,Ripollès,Comarques Gironines,313,589,141,448,76.06,1.882,283.9,16.7,19080,252,16,45,14.38,10.86,3.52,-1.08,alta,21,15,67.09,3.57,750.18,2164,56.4,1.83,1.11,2.13,4,12.78,5,15.97,347,34,10.9,573,573,75.8,alta,573,260,83.1,519,,68.13,91,100,36.25,excursio,60.7,56,,,,
17135,171352,Pont de Molins,Alt Empordà,Comarques Gironines,586,272,208,64,23.53,0.464,141.2,67.7,16317,402,69,115,19.62,14.68,4.94,4.6,alta,11,7,18.77,4.04,697.63,1360.5,39.9,1.7,0.79,1.51,3,5.12,2,3.41,463,-123,-21,997,997,56,baixa,997,411,70.1,904,,17.52,566,14.27,20.76,indeterminat,68.2,62,,,,
17136,171365,Pontós,Alt Empordà,Comarques Gironines,295,178,106,72,40.45,0.603,234.6,21.6,16273,233,14,48,16.27,12.2,4.07,1.26,alta,15,10,50.85,8.43,703.84,1765.7,46.3,1.72,0.99,1.75,2,6.78,2,6.78,292,-3,-1,506,506,63.6,alta,506,211,71.5,459,,41.82,286,35.71,47.94,excursio,71.2,32,,,,
17137,171371,Porqueres,Pla de l'Estany,Comarques Gironines,4804,1835,1624,211,11.5,0.382,144.4,143.3,17157,4031,287,486,10.12,7.41,2.71,1.02,alta,29,13,6.04,1.58,349.85,1423.9,21,0.85,0.95,0.79,4,0.83,8,1.67,4557,-247,-5.1,4099,4804,33.3,mitjana,4099,-705,-14.7,3718,,3.76,833,0.13,7.4,indeterminat,75.9,40,,,,
17138,171387,Portbou,Alt Empordà,Comarques Gironines,1132,1091,532,559,51.24,0.964,347.6,122.8,16385,632,209,291,25.71,22.61,3.1,6.25,alta,52,46,45.94,4.77,676.7,1534.5,45.1,1.65,0.91,1.7,12,10.6,13,11.48,1025,-107,-9.5,1868,1868,62.2,mitjana,1868,736,65,1695,,47.74,237,62.43,33.04,indeterminat,80.7,27,,,,
17139,171390,"Preses, les",Garrotxa,Comarques Gironines,1946,767,657,110,14.34,0.394,126.2,207.2,17237,1669,111,166,8.53,5.19,3.34,1.42,alta,18,14,9.25,2.35,416.45,1354.6,28,1.02,0.91,1.06,5,2.57,5,2.57,1772,-174,-8.9,1977,1977,41.7,mitjana,1977,31,1.6,1793,,7.1,768,2.89,11.31,indeterminat,79,31,,,,
17140,171404,"Port de la Selva, el",Alt Empordà,Comarques Gironines,1055,2497,477,2020,80.9,2.367,248.6,25.3,18723,681,96,278,26.35,23.89,2.46,0.2,alta,645,631,611.37,25.83,1472.13,4471.2,116.9,3.59,2.34,4.41,19,18.01,10,9.48,2471,1416,134.2,3788,3788,100,alta,3788,2733,259.1,3436,,100,3,100,100,segona_residencia,69,35,,,,
17141,171411,Puigcerdà,Cerdanya,Alt Pirineu i Aran,10053,5989,3563,2426,40.51,0.596,127.7,531.3,13663,5359,1246,3448,34.3,24.65,9.65,3.85,alta,324,290,32.23,5.41,597.25,1388.6,35,1.46,1.2,1.32,52,5.17,40,3.98,12086,2033,20.2,14644,14644,50.1,alta,14644,4591,45.7,13284,,32.95,362,35.43,30.47,capital_serveis,79.4,30,,,,
17142,171426,Quart,Gironès,Comarques Gironines,4161,1499,1313,186,12.41,0.36,78.5,109.2,17987,3316,398,447,10.74,7.16,3.58,2.58,alta,15,6,3.6,1,253.57,1395.3,18.6,0.62,0.9,0.7,13,3.12,9,2.16,3758,-403,-9.7,2573,4161,30.4,mitjana,2573,-1588,-38.2,2334,,2.69,865,0.92,4.45,indeterminat,77,37,,,,
17143,171432,Rabós,Alt Empordà,Comarques Gironines,236,181,94,87,48.07,0.767,209.7,5.2,14430,166,10,60,25.42,24.58,0.84,5.51,alta,22,19,93.22,12.15,484.56,1972,56,1.18,1.12,2.11,1,4.24,1,4.24,265,29,12.3,279,279,75.3,alta,279,43,18.2,253,,63.29,125,50.22,76.36,indeterminat,68.2,25,,,,
17144,171447,Regencós,Baix Empordà,Comarques Gironines,274,186,110,76,40.86,0.679,375,43.7,14718,214,23,37,13.5,9.12,4.38,-0.1,alta,28,21,102.19,15.05,1068.43,2634.2,70,2.61,1.59,2.64,2,7.3,2,7.3,436,162,59.1,714,714,92.1,alta,714,440,160.6,648,,62.95,128,39.71,86.2,segona_residencia,38.7,92,,,,
17145,171450,Ribes de Freser,Ripollès,Comarques Gironines,1839,1647,785,862,52.34,0.896,338.1,43.9,16727,1362,192,285,15.5,12.29,3.21,4.29,alta,100,76,54.38,6.07,585.26,1602.7,49.2,1.43,0.91,1.86,15,8.16,10,5.44,1668,-171,-9.3,2625,2625,67.1,alta,2625,786,42.7,2381,,50.42,209,60.13,40.71,excursio,78,34,,,,
17146,171463,Riells i Viabrea,Selva,Comarques Gironines,4627,2383,1633,750,31.47,0.515,134.2,171.5,15614,3486,578,563,12.17,7.85,4.32,1.34,alta,20,18,4.32,0.84,600.22,1740,21.8,1.46,1.11,0.82,6,1.3,9,1.95,5118,491,10.6,6774,6774,34.2,alta,6774,2147,46.4,6144,,13.89,628,23.65,4.13,indeterminat,79.8,29,,,,
17147,171479,Ripoll,Ripollès,Comarques Gironines,10812,5665,4391,1274,22.49,0.524,188.1,146.7,15621,7439,1253,2120,19.61,16,3.61,2.27,alta,59,37,5.46,1.04,513.08,1076.2,27.2,1.25,0.81,1.03,20,1.85,34,3.14,8802,-2010,-18.6,13530,13530,40.7,baixa,13530,2718,25.1,12273,,10.75,680,16.24,5.25,capital_serveis,78.8,32,,,,
17148,171485,Riudarenes,Selva,Comarques Gironines,2524,1443,893,550,38.12,0.572,133.1,53,15388,1791,268,465,18.42,15.1,3.32,2.64,alta,40,29,15.85,2.77,507.75,1697.3,29.7,1.24,1.13,1.12,2,0.79,6,2.38,2847,323,12.8,3126,3126,43.7,alta,3126,602,23.9,2835,,23.68,485,32.19,15.16,indeterminat,89.6,1,,,,
17149,171498,Riudaura,Garrotxa,Comarques Gironines,526,256,180,76,29.69,0.487,118.8,22.3,16328,478,16,32,6.08,4.18,1.9,-0.3,mitjana,13,7,24.71,5.08,297.13,1328.4,37,0.72,0.75,1.4,1,1.9,3,5.7,392,-134,-25.5,381,526,52.5,mitjana,381,-145,-27.6,346,,23.68,484,20.75,26.61,indeterminat,82.7,21,,,,
17150,171501,Riudellots de la Selva,Selva,Comarques Gironines,2121,843,739,104,12.34,0.397,149,161.5,17478,1648,169,304,14.33,11.32,3.01,-2.15,alta,8,3,3.77,0.95,439.92,2014.9,26,1.07,1.3,0.98,7,3.3,13,6.13,2752,631,29.8,2276,2752,39.3,mitjana,2276,155,7.3,2064,,2.81,859,1.29,4.33,capital_serveis,66.9,66,,,,
17151,171518,Riumors,Alt Empordà,Comarques Gironines,258,155,93,62,40,0.601,176.7,39.4,16119,199,10,49,18.99,19.38,-0.39,3.38,alta,14,12,54.26,9.03,432.1,1614,43.1,1.05,0.93,1.63,1,3.88,1,3.88,240,-18,-7,272,272,59.8,baixa,272,14,5.4,247,,43.26,275,35.22,51.3,indeterminat,72.8,18,,,,
17152,171523,Roses,Alt Empordà,Comarques Gironines,20175,24743,7877,16866,68.16,1.226,144.9,439.4,13152,9780,3035,7360,36.48,30.3,6.18,0.47,alta,5401,5340,267.71,21.83,950.43,2470.7,54.1,2.32,1.83,2.04,140,6.94,68,3.37,37005,16830,83.4,46768,46768,73,alta,46768,26593,131.8,42422,,94.88,18,89.76,100,segona_residencia,81.7,24,,,,
17153,171539,Rupià,Baix Empordà,Comarques Gironines,323,201,114,87,43.28,0.622,116.1,61.1,19531,257,12,54,16.72,13.62,3.1,1.38,alta,27,25,83.59,13.43,777.46,2964.4,44.9,1.9,1.56,1.69,2,6.19,4,12.38,503,180,55.7,612,612,62,alta,612,289,89.5,556,,58.31,163,39.09,77.54,segona_residencia,67.8,47,,,,
17154,171544,Sales de Llierca,Garrotxa,Comarques Gironines,164,87,60,27,31.03,0.53,205.9,4.6,16615,115,10,39,23.78,21.95,1.83,1.7,alta,12,8,73.17,13.79,439.73,2105.9,52,1.07,1.11,1.96,1,6.1,1,6.1,183,19,11.6,176,183,70.5,mitjana,176,12,7.3,160,,49.55,217,23.99,75.12,indeterminat,57.1,32,,,,
17155,171557,Salt,Gironès,Comarques Gironines,34603,11642,10518,1124,9.65,0.336,68.8,5211.3,10843,16022,3086,15495,44.78,37.07,7.71,-1.08,alta,14,5,0.4,0.12,398.92,855.4,13.7,0.97,0.94,0.52,33,0.95,66,1.91,32384,-2219,-6.4,33668,34603,24.5,mitjana,33668,-935,-2.7,30539,,0.08,938,0,0.15,dormitori_invisible,75.3,42,,,,
17157,171576,Sant Andreu Salou,Gironès,Comarques Gironines,163,79,49,30,37.97,0.485,113.8,27.3,18179,142,7,14,8.59,4.29,4.3,0.39,mitjana,6,3,36.81,7.59,396.52,2560.9,20.4,0.97,1.37,0.77,0,0,1,6.13,223,60,36.8,158,223,32.5,baixa,158,-5,-3.1,143,,33.91,354,27.89,39.93,dormitori_invisible,47.5,59,,,,
17158,171582,Sant Climent Sescebes,Alt Empordà,Comarques Gironines,691,366,203,163,44.54,0.53,130.9,28.4,16085,440,121,130,18.81,14.04,4.77,0.96,alta,16,10,23.15,4.37,401.9,1288.5,34.4,0.98,0.73,1.3,2,2.89,4,5.79,507,-184,-26.6,677,691,49.4,mitjana,677,-14,-2,614,,29.64,400,35.78,23.5,indeterminat,78.4,33,,,,
17159,171595,Sant Feliu de Buixalleu,Selva,Comarques Gironines,883,561,305,256,45.63,0.635,197.2,14.3,16389,741,60,82,9.29,7.02,2.27,0.35,alta,15,13,16.99,2.67,594.25,2301.3,84.4,1.45,1.27,3.18,4,4.53,5,5.66,1122,239,27.1,1280,1280,100,alta,1280,397,45,1161,,28.49,417,41.77,15.21,segona_residencia,85.6,12,,,,
17160,171609,Sant Feliu de Guíxols,Baix Empordà,Comarques Gironines,23060,15908,8753,7155,44.98,0.69,160.8,1420.8,13772,13797,3063,6200,26.89,20.62,6.27,2.33,alta,1098,1055,47.61,6.9,676.33,1562.6,33.8,1.65,1.35,1.28,117,5.07,73,3.17,31117,8057,34.9,38039,38039,48.6,mitjana,38039,14979,65,34505,,42.56,277,43.83,41.29,indeterminat,84.9,15,,,,
17161,171616,Sant Feliu de Pallerols,Garrotxa,Comarques Gironines,1658,803,514,289,35.99,0.484,159.2,47.6,17325,1284,51,323,19.48,16.59,2.89,4.07,alta,42,20,25.33,5.23,351.83,1392.2,24.1,0.86,0.78,0.91,10,6.03,9,5.43,1287,-371,-22.4,1423,1658,37,mitjana,1423,-235,-14.2,1291,,26.74,439,26.11,27.37,indeterminat,81.6,24,,,,
17162,171621,Sant Ferriol,Garrotxa,Comarques Gironines,248,110,83,27,24.55,0.444,96,5.9,13749,178,19,51,20.56,15.32,5.24,-0.87,alta,21,10,84.68,19.09,518.78,1235.5,71.9,1.27,0.72,2.71,0,0,1,4.03,179,-69,-27.8,314,314,94.4,baixa,314,66,26.6,285,,47.09,240,14.21,79.97,excursio,68.1,29,,,,
17163,171637,Sant Gregori,Gironès,Comarques Gironines,4187,1506,1291,215,14.28,0.36,108.5,85.2,20993,3648,246,293,7,4.94,2.06,-0.38,alta,36,18,8.6,2.39,347.26,1687.3,29.6,0.85,0.96,1.12,14,3.34,22,5.25,4037,-150,-3.6,3546,4187,43.6,mitjana,3546,-641,-15.3,3217,,6.89,770,2.55,11.22,capital_serveis,73.6,47,,,,
17164,171642,Sant Hilari Sacalm,Selva,Comarques Gironines,6071,3048,2203,845,27.72,0.502,158.8,72.9,14454,4164,641,1266,20.85,20.67,0.18,0.75,alta,71,52,11.69,2.33,514.09,1098.4,24.6,1.25,0.68,0.93,6,0.99,11,1.81,4137,-1934,-31.9,7612,7612,37.6,baixa,7612,1541,25.4,6905,,15.93,587,19.75,12.1,indeterminat,79.8,29,,,,
17165,171655,Sant Jaume de Llierca,Garrotxa,Comarques Gironines,861,426,333,93,21.83,0.495,173,127.6,15822,663,54,144,16.72,11.61,5.11,-0.92,alta,12,12,13.94,2.82,378.14,1288.9,28.6,0.92,0.91,1.08,2,2.32,4,4.65,780,-81,-9.4,794,861,42.4,mitjana,794,-67,-7.8,720,,14.47,617,14.27,14.66,indeterminat,85.4,13,,,,
17166,171668,Sant Jordi Desvalls,Gironès,Comarques Gironines,881,400,288,112,28,0.454,128.8,75.2,15743,680,44,157,17.82,14.42,3.4,2.61,alta,22,17,24.97,5.5,400.43,2192.9,29.1,0.98,1.3,1.1,2,2.27,4,4.54,1147,266,30.2,860,1147,43,mitjana,860,-21,-2.4,780,,22.95,493,17.7,28.21,dormitori_invisible,75.1,42,,,,
17167,171674,Sant Joan de les Abadesses,Ripollès,Comarques Gironines,3393,2021,1355,666,32.95,0.596,239.8,63.2,16756,2677,264,452,13.32,9.73,3.59,2.37,alta,102,73,30.06,5.05,423.57,1286.2,34.5,1.03,0.9,1.3,10,2.95,20,5.89,3039,-354,-10.4,3505,3505,49.5,mitjana,3505,112,3.3,3180,,28.61,416,28.82,28.4,capital_serveis,86.6,10,,,,
17168,171680,Sant Joan de Mollet,Gironès,Comarques Gironines,536,232,177,55,23.71,0.433,129.6,170.2,16871,420,34,82,15.3,13.25,2.05,3.85,alta,2,1,3.73,0.86,294.9,1309.6,23.1,0.72,0.89,0.87,0,0,2,3.73,478,-58,-10.8,386,536,35.8,mitjana,386,-150,-28,350,,8.47,739,12.95,3.99,indeterminat,83.3,19,,,,
17169,171693,Sant Julià de Ramis,Gironès,Comarques Gironines,3702,1387,1229,158,11.39,0.375,98,196.9,18267,2800,446,456,12.32,9.64,2.68,0.4,alta,20,16,5.4,1.44,314.19,1498.1,26.4,0.77,0.95,1,10,2.7,10,2.7,3535,-167,-4.5,2837,3702,39.7,mitjana,2837,-865,-23.4,2573,,3.35,844,0.03,6.67,indeterminat,74.6,44,,,,
17170,171707,Vallfogona de Ripollès,Ripollès,Comarques Gironines,223,197,94,103,52.28,0.883,258.3,5.7,16848,202,9,12,5.38,3.59,1.79,0.79,mitjana,14,4,62.78,7.11,403.71,1929.1,42.2,0.98,1.02,1.59,3,13.45,2,8.97,228,5,2.2,220,228,58.7,baixa,220,-3,-1.3,199,,53.45,185,59.46,47.44,indeterminat,58.9,48,,,,
17171,171714,Sant Llorenç de la Muga,Alt Empordà,Comarques Gironines,247,261,113,148,56.7,1.057,243.5,7.8,16009,186,13,48,19.43,21.05,-1.62,-2.08,alta,20,12,80.97,7.66,892.53,2253.9,82.7,2.18,1.24,3.12,7,28.34,3,12.15,306,59,23.9,538,538,100,alta,538,291,117.8,488,,63.77,120,71.65,55.88,segona_residencia,63.1,42,,,,
17172,171729,Sant Martí de Llémena,Gironès,Comarques Gironines,727,383,243,140,36.55,0.527,93.2,16.9,16893,575,46,106,14.58,10.04,4.54,1.86,alta,22,8,30.26,5.74,460.28,1954.3,30.2,1.12,1.07,1.14,2,2.75,1,1.38,776,49,6.7,816,816,44.3,baixa,816,89,12.2,740,,29.81,395,28.66,30.95,indeterminat,83,20,,,,
17173,171735,Sant Martí Vell,Gironès,Comarques Gironines,270,119,82,37,31.09,0.441,120,15.4,16246,208,12,50,18.52,13.33,5.19,1.44,alta,16,10,59.26,13.45,300.17,2683,23.9,0.73,1.49,0.9,4,14.81,2,7.41,403,133,49.3,198,403,36.7,mitjana,198,-72,-26.7,179,,44.37,264,19.77,68.96,dormitori_invisible,51.5,82,,,,
17174,171740,Sant Miquel de Campmajor,Pla de l'Estany,Comarques Gironines,257,134,81,53,39.55,0.521,130.8,7.7,16107,214,7,36,14.01,11.67,2.34,-0.14,alta,9,3,35.02,6.72,484.61,2107.1,66.4,1.18,1.15,2.51,3,11.67,1,3.89,296,39,15.2,304,304,87.8,alta,304,47,18.3,276,,33.58,358,30.99,36.17,indeterminat,71,23,,,,
17175,171753,Sant Miquel de Fluvià,Alt Empordà,Comarques Gironines,858,361,275,86,23.82,0.421,125.2,244.4,12729,555,115,188,21.91,20.63,1.28,7.4,alta,20,19,23.31,5.54,710.6,1336.9,29.2,1.73,0.92,1.1,0,0,3,3.5,791,-67,-7.8,1487,1487,43.1,baixa,1487,629,73.3,1349,,20.12,533,12.47,27.76,indeterminat,67.6,64,,,,
17176,171766,Sant Mori,Alt Empordà,Comarques Gironines,167,166,76,90,54.22,0.994,262.5,22.2,22046,106,13,48,28.74,20.36,8.38,2.99,alta,21,19,125.75,12.65,496.29,2999.3,62.5,1.21,1.43,2.36,0,0,1,5.99,238,71,42.5,202,238,83.1,alta,202,35,21,183,,78.1,58,66.47,89.72,segona_residencia,47.1,62,,,,
17177,171772,Sant Pau de Segúries,Ripollès,Comarques Gironines,719,575,301,274,47.65,0.8,240.2,82.3,16204,630,28,61,8.48,5.15,3.33,0.6,alta,28,18,38.94,4.87,576.45,1524.8,32.6,1.41,1.04,1.23,1,1.39,7,9.74,748,29,4,1011,1011,47.2,alta,1011,292,40.6,917,,41.18,289,51.44,30.91,indeterminat,80.1,28,,,,
17178,171788,Sant Pere Pescador,Alt Empordà,Comarques Gironines,2285,1640,791,849,51.77,0.718,116.6,123.8,13420,1199,136,950,41.58,39.47,2.11,2.46,alta,201,184,87.96,12.26,1467.34,1923.1,114,3.58,1.26,4.3,42,18.38,24,10.5,2881,596,26.1,8178,8178,100,alta,8178,5893,257.9,7418,,63,127,51.1,74.89,excursio,66.3,68,,,,
17180,171805,Santa Coloma de Farners,Selva,Comarques Gironines,14218,5995,4894,1101,18.37,0.422,113,201.3,14498,9642,1261,3315,23.32,20.99,2.33,-0.55,alta,37,19,2.6,0.62,459.27,1228.7,23.2,1.12,0.92,0.88,23,1.62,52,3.66,13096,-1122,-7.9,15927,15927,35.9,mitjana,15927,1709,12,14447,,5.24,806,7.75,2.73,capital_serveis,79.2,31,,,,
17181,171812,Santa Cristina d'Aro,Baix Empordà,Comarques Gironines,5972,3914,2110,1804,46.09,0.655,136.1,88.4,17273,3880,583,1509,25.27,19.11,6.16,2.3,alta,416,393,69.66,10.63,823.06,2371.5,37.4,2.01,1.5,1.41,12,2.01,10,1.67,8930,2958,49.5,11989,11989,53,alta,11989,6017,100.8,10875,,52.83,190,43.13,62.53,indeterminat,84.8,15,,,,
17182,171827,Santa Llogaia d'Àlguema,Alt Empordà,Comarques Gironines,400,151,126,25,16.56,0.378,123.2,206.2,12334,276,60,64,16,9.5,6.5,4.06,alta,0,0,0,0,417.05,1482.9,14.1,1.02,1.09,0.53,1,2.5,5,12.5,436,36,9,407,436,25,mitjana,407,7,1.8,369,,2.27,873,4.55,0,indeterminat,78,33,,,,
17183,171833,Sant Aniol de Finestres,Garrotxa,Comarques Gironines,381,229,133,96,41.92,0.601,202.2,8,19338,296,15,70,18.37,15.75,2.62,4.95,alta,18,13,47.24,7.86,346.52,1441.5,43.4,0.85,0.72,1.64,2,5.25,3,7.87,273,-108,-28.3,322,381,60.2,mitjana,322,-59,-15.5,292,,40.75,293,36.9,44.61,indeterminat,75.4,37,,,,
17184,171848,Santa Pau,Garrotxa,Comarques Gironines,1578,826,599,227,27.48,0.523,211.8,32.2,18407,1396,73,109,6.91,5.39,1.52,0.08,alta,58,34,36.76,7.02,409.59,1570.3,44.4,1,0.84,1.68,20,12.67,9,5.7,1321,-257,-16.3,1576,1578,61.4,mitjana,1576,-2,-0.1,1430,,29.21,407,20.55,37.86,excursio,84.9,15,,,,
17185,171851,Sant Joan les Fonts,Garrotxa,Comarques Gironines,3159,1426,1186,240,16.83,0.451,182.1,98.9,17314,2330,255,574,18.17,15.04,3.13,4.48,alta,27,17,8.55,1.89,395.83,1156.4,22.8,0.97,0.78,0.86,4,1.27,8,2.53,2478,-681,-21.6,3050,3159,35.4,mitjana,3050,-109,-3.5,2766,,8.6,731,7.8,9.41,indeterminat,82.1,23,,,,
17186,171864,Sarrià de Ter,Gironès,Comarques Gironines,5404,2178,1947,231,10.61,0.403,110.5,1299,15894,3942,737,725,13.42,8.83,4.59,1.34,alta,3,1,0.56,0.14,306.78,1093.7,21.4,0.75,0.87,0.81,12,2.22,27,5,4717,-687,-12.7,4044,5404,33.7,mitjana,4044,-1360,-25.2,3668,,0.5,921,0.72,0.28,capital_serveis,80.7,27,,,,
