ine5,codi6,municipi,comarca,vegueria,poblacio,hab_total,hab_principal,hab_noprincipal,pct_noprincipal,hab_per_hab,index_envelliment,densitat_hab_km2,renda_neta_persona,poblacio_nascuda_catalunya,poblacio_nascuda_resta_espanya,poblacio_nascuda_estranger,pct_nascuda_estranger,pct_nacionalitat_estrangera,bretxa_naturalitzacio,delta_pct_estrangera_finestra,confianca_origen,rtc_total,rtc_hut,rtc_per_1000hab,rtc_per_100hab_viv,kg_hab_any,kwh_hab,vidre_hab,residu_base_ratio,kwh_base_ratio,vidre_base_ratio,restauracio_estab,restauracio_per_1000hab,serveis_estab,serveis_per_1000hab,poblacio_pernocta_est,gap_pernocta,gap_pernocta_pct,carrega_total_est,carrega_funcional_est,index_turisme,confianca,poblacio_real_est,gap_abs,gap_pct,poblacio_real_rel,pct_icaen_EFG,IETR,IETR_rank,IETR_stock,IETR_impact,tipologia,confianca_score,divergencia_senyals,pct_indep,pct_esquerra,pct_extrema_dreta,guanya
08068,080689,Cervelló,Baix Llobregat,Metropolità,9726,4048,3289,759,18.75,0.416,129.6,403.6,18664,7075,1409,1242,12.77,8.32,4.45,1.81,alta,19,15,1.95,0.47,536.09,1452.9,21.3,1.31,0.95,0.8,12,1.23,21,2.16,9242,-484,-5,12717,12717,33.6,alta,12717,2991,30.8,11535,,4.88,810,7.8,1.96,segona_residencia,83,20,,,,
08069,080692,Collbató,Baix Llobregat,Metropolità,4820,1971,1607,364,18.47,0.409,122,266.7,20312,3951,512,357,7.41,4.19,3.22,0.5,alta,28,22,5.81,1.42,434.28,1577.8,29,1.06,0.96,1.09,7,1.45,10,2.07,4643,-177,-3.7,5105,5105,42.9,mitjana,5105,285,5.9,4631,,6.98,769,7.22,6.74,indeterminat,78.4,33,,,,
08070,080706,Collsuspina,Moianès,Comarques Centrals,390,206,139,67,32.52,0.528,141.9,25.9,15170,348,17,25,6.41,3.59,2.82,2.29,mitjana,18,7,46.15,8.74,417.38,1689.9,54.3,1.02,0.99,2.05,4,10.26,1,2.56,385,-5,-1.3,397,397,73.2,mitjana,397,7,1.8,360,,36.28,336,25.19,47.38,excursio,83.5,15,,,,
08071,080713,Copons,Anoia,Penedès,352,205,118,87,42.44,0.582,121.4,18.9,16438,306,29,17,4.83,2.56,2.27,1,mitjana,3,3,8.52,1.46,239.68,1441.4,23.9,0.58,0.8,0.9,2,5.68,3,8.52,282,-70,-19.9,206,352,36.7,mitjana,206,-146,-41.5,187,,22.15,503,36.44,7.85,buit_administratiu,66.5,57,,,,
08072,080728,Corbera de Llobregat,Baix Llobregat,Metropolità,16044,6784,5362,1422,20.96,0.423,118.3,871.5,18030,11386,1899,2759,17.2,11.01,6.19,1.92,alta,41,34,2.56,0.6,411.26,1487,23.1,1,0.98,0.87,15,0.93,15,0.93,15800,-244,-1.5,16093,16093,35.8,baixa,16093,49,0.3,14598,,6.35,784,10.06,2.64,segona_residencia,60.4,84,,,,
08073,080734,Cornellà de Llobregat,Baix Llobregat,Metropolità,92255,37034,34517,2517,6.8,0.401,156.2,13198.1,14920,48751,18507,24997,27.1,18.48,8.62,2.93,alta,113,89,1.22,0.31,381.37,928.6,13.9,0.93,0.81,0.52,142,1.54,151,1.64,74885,-17370,-18.8,85813,92255,24.7,mitjana,85813,-6442,-7,77839,,0.87,903,0.62,1.12,indeterminat,85.4,13,,,,
08074,080749,Cubelles,Garraf,Penedès,17648,10859,6607,4252,39.16,0.615,142.7,1308.2,16276,11468,2820,3360,19.04,13.79,5.25,2.46,alta,757,751,42.89,6.97,608.46,1565.3,18.4,1.48,1.14,0.69,59,3.34,33,1.87,20120,2472,14,26190,26190,30.1,mitjana,26190,8542,48.4,23757,,37.51,325,35.16,39.86,indeterminat,87.8,6,,,,
08075,080752,Dosrius,Maresme,Metropolità,6307,2722,2008,714,26.23,0.432,98.2,154.8,16572,4879,768,660,10.46,6.64,3.82,0.73,alta,26,22,4.12,0.96,560.88,1493.8,25.9,1.37,0.94,0.98,12,1.9,10,1.59,5911,-396,-6.3,8628,8628,39.1,baixa,8628,2321,36.8,7826,,9.79,708,15.1,4.49,indeterminat,78.6,33,,,,
08076,080765,Esparreguera,Baix Llobregat,Metropolità,22639,9824,8469,1355,13.79,0.434,138.7,826.2,16203,16043,3583,3013,13.31,8.97,4.34,0.79,alta,8,4,0.35,0.08,449.02,1178.9,19.1,1.1,0.88,0.72,27,1.19,42,1.86,19888,-2751,-12.2,24794,24794,31,mitjana,24794,2155,9.5,22490,,2.17,874,4.33,0,capital_serveis,76.6,38,,,,
08077,080771,Esplugues de Llobregat,Baix Llobregat,Metropolità,48424,19420,17780,1640,8.44,0.401,183.3,10527,17633,26048,9899,12477,25.77,15.94,9.83,3.17,alta,27,18,0.56,0.14,389.47,1020.6,17.6,0.95,0.8,0.66,26,0.54,85,1.76,38611,-9813,-20.3,45999,48424,29.2,mitjana,45999,-2425,-5,41725,,0.45,922,0.62,0.28,indeterminat,87.8,6,,,,
08078,080787,"Espunyola, l'",Berguedà,Comarques Centrals,260,128,89,39,30.47,0.492,176.5,7.3,16133,248,3,9,3.46,3.08,0.38,-0.72,mitjana,17,3,65.38,13.28,836.21,1839.6,39.2,2.04,1,1.48,3,11.54,2,7.69,261,1,0.4,530,530,55.1,alta,530,270,103.8,481,,46.1,250,21.68,70.52,indeterminat,53.9,73,87.5,26.47,22.06,CAT-JUNTS+
08079,080790,"Estany, l'",Moianès,Comarques Centrals,391,337,174,163,48.37,0.862,276.7,38.1,18008,352,20,19,4.86,3.32,1.54,0.14,mitjana,7,4,17.9,2.08,449.39,2032.7,51.6,1.1,1.1,1.95,2,5.12,5,12.79,431,40,10.2,429,431,70,baixa,429,38,9.7,389,,34.22,350,55.04,13.41,indeterminat,77.7,32,,,,
08080,080804,Fígols,Berguedà,Comarques Centrals,41,34,22,12,35.29,0.829,1100,1.4,18111,34,1,6,,,,3.11,baixa,3,2,73.17,8.82,759.88,1016.4,1.2,1.85,0.5,0.05,0,0,1,24.39,20,-21,-51.2,76,76,9.5,baixa,76,35,85.4,69,,49.65,216,42.03,57.27,buit_administratiu,23.3,76,68,28,20,CAT-JUNTS+
08081,080811,Fogars de Montclús,Vallès Oriental,Metropolità,493,264,173,91,34.47,0.535,118.7,12.4,16264,434,23,36,7.3,4.67,2.63,1.01,mitjana,24,13,48.68,9.09,684.65,2023.3,75.1,1.67,1.12,2.83,5,10.14,1,2.03,551,58,11.8,823,823,98.2,alta,823,330,66.9,747,,38.38,318,27.23,49.54,excursio,76.8,38,,,,
08082,080826,Fogars de la Selva,Selva,Comarques Gironines,1705,944,581,363,38.45,0.554,147.3,53.1,14938,1278,282,145,8.5,5.22,3.28,-0.1,alta,26,23,15.25,2.75,860.42,1805.1,55.8,2.1,1.21,2.11,2,1.17,7,4.11,2057,352,20.6,3578,3578,75,alta,3578,1873,109.9,3246,,23.25,489,31.61,14.88,segona_residencia,68.8,61,,,,
08083,080832,Folgueroles,Osona,Comarques Centrals,2262,941,803,138,14.67,0.416,138.9,216,18642,2087,76,99,4.38,3.23,1.15,0.41,alta,2,0,0.88,0.21,322.41,1431,24.7,0.79,0.8,0.93,2,0.88,8,3.54,1811,-451,-19.9,1779,2262,37.7,mitjana,1779,-483,-21.4,1613,,2.44,869,4.24,0.64,indeterminat,78.1,34,,,,
08084,080847,Fonollosa,Bages,Comarques Centrals,1571,802,551,251,31.3,0.511,166.8,30.4,17272,1309,171,91,5.79,3.37,2.42,-0.37,alta,13,4,8.27,1.62,526.4,2132.4,37.5,1.28,1.17,1.42,3,1.91,2,1.27,1843,272,17.3,2017,2017,53.1,alta,2017,446,28.4,1830,,15.82,589,23.31,8.34,indeterminat,78.5,33,,,,
08085,080850,Font-rubí,Alt Penedès,Penedès,1436,788,521,267,33.88,0.549,206.2,38.4,16299,1110,66,260,18.11,15.67,2.44,1.64,alta,16,12,11.14,2.03,656,1726.7,37.9,1.6,0.99,1.43,2,1.39,4,2.79,1417,-19,-1.3,2298,2298,53.6,alta,2298,862,60,2084,,19.11,545,27.38,10.83,indeterminat,78.1,34,,,,
08086,080863,"Franqueses del Vallès, les",Vallès Oriental,Metropolità,20855,7985,7357,628,7.86,0.383,103.7,715.7,15350,13809,3140,3906,18.73,12.33,6.4,1.96,alta,14,7,0.67,0.18,410.01,1113.9,14.8,1,0.86,0.56,25,1.2,49,2.35,17883,-2972,-14.3,20856,20856,25.8,mitjana,20856,1,0,18918,,0.23,931,0,0.46,capital_serveis,74.8,43,,,,
08087,080879,Gallifa,Vallès Occidental,Metropolità,171,130,75,55,42.31,0.76,233.3,10.5,23300,132,15,24,14.04,9.94,4.1,1.38,mitjana,1,1,5.85,0.77,581.4,2244.9,30,1.42,1.01,1.13,1,5.85,1,5.85,174,3,1.8,242,242,44.1,alta,242,71,41.5,220,,24.64,474,44.86,4.42,indeterminat,63.9,16,,,,
08088,080885,"Garriga, la",Vallès Oriental,Metropolità,17386,7138,6242,896,12.55,0.411,136.5,924.8,18467,12768,2021,2597,14.94,9.55,5.39,1.8,alta,29,20,1.67,0.41,375.36,1177.8,25.3,0.92,0.83,0.95,39,2.24,50,2.88,14380,-3006,-17.3,15917,17386,38.4,mitjana,15917,-1469,-8.4,14438,,1.89,880,2.15,1.64,capital_serveis,80.3,28,,,,
08089,080898,Gavà,Baix Llobregat,Metropolità,48181,20359,17619,2740,13.46,0.423,139.8,1566.9,17120,30379,8482,9320,19.34,13.39,5.95,2.32,alta,256,246,5.31,1.26,467.72,1180.2,19.1,1.14,0.86,0.72,52,1.08,82,1.7,41265,-6916,-14.4,54964,54964,31,alta,54964,6783,14.1,49857,,4.75,814,3.52,5.99,indeterminat,88.3,5,,,,
08090,080902,Gaià,Bages,Comarques Centrals,174,114,65,49,42.98,0.655,140,4.4,17202,161,3,10,5.75,5.17,0.58,-0.15,mitjana,4,1,22.99,3.51,477.73,2066,31.7,1.17,1.08,1.2,1,5.75,1,5.75,187,13,7.5,203,203,46.1,alta,203,29,16.7,184,,30.38,387,40.41,20.36,indeterminat,62.1,22,,,,
08091,080919,Gelida,Alt Penedès,Penedès,8192,3863,2937,926,23.97,0.472,109.8,306.8,16339,5856,944,1392,16.99,11.6,5.39,1.32,alta,16,11,1.95,0.41,404.21,1500.8,19.9,0.99,1.01,0.75,0,0,9,1.1,8274,82,1,8076,8274,31.9,mitjana,8076,-116,-1.4,7326,,8.39,740,15.04,1.74,indeterminat,83.5,19,,,,
08092,080924,Gironella,Berguedà,Comarques Centrals,5082,2628,1935,693,26.37,0.517,185.6,749.6,15091,3895,452,735,14.46,12.14,2.32,0.77,alta,21,15,4.13,0.8,323.51,1263.2,20.6,0.79,1.02,0.78,23,4.53,25,4.92,5190,108,2.1,4010,5190,32.8,mitjana,4010,-1072,-21.1,3637,,11.61,663,19.29,3.92,capital_serveis,85.8,12,72.97,41.13,15.03,CAT-JUNTS+
08093,080930,Gisclareny,Berguedà,Comarques Centrals,28,43,15,28,65.12,1.536,650,0.8,18111,26,2,0,,,,,baixa,4,3,142.86,9.3,1038.94,2395.1,144,2.53,1.16,5.43,1,35.71,1,35.71,32,4,14.3,71,71,100,baixa,71,43,153.6,64,,90.03,35,96.95,83.12,indeterminat,20.5,62,83.33,45.83,4.17,CAT-JUNTS+
08094,080945,"Granada, la",Alt Penedès,Penedès,2281,1013,810,203,20.04,0.444,113.2,349.8,16574,1809,201,271,11.88,7.67,4.21,0.24,alta,2,2,0.88,0.2,482.79,1331.5,22.5,1.18,0.92,0.85,5,2.19,12,5.26,2095,-186,-8.2,2686,2686,35.1,baixa,2686,405,17.8,2436,,5.44,803,10.27,0.61,capital_serveis,79,32,,,,
08095,080958,Granera,Moianès,Comarques Centrals,83,114,45,69,60.53,1.373,2000,3.5,,68,5,10,12.05,3.61,8.44,0,mitjana,5,3,60.24,4.39,1105.94,2822.6,139.5,2.7,,5.26,1,12.05,1,12.05,,,,224,224,100,mitjana,224,141,169.9,203,,63.45,124,90.14,36.76,pendent,,,,,,
08096,080961,Granollers,Vallès Oriental,Metropolità,65123,26298,23463,2835,10.78,0.404,152.2,4379.5,16199,37852,10123,17148,26.33,16.92,9.41,2.92,alta,28,17,0.43,0.11,435.8,1049.3,17.1,1.06,0.86,0.65,128,1.97,147,2.26,55737,-9386,-14.4,69221,69221,28.6,alta,69221,4098,6.3,62789,,0.45,924,0.77,0.13,indeterminat,83.7,18,,,,
08097,080977,Gualba,Vallès Oriental,Metropolità,1753,811,568,243,29.96,0.463,97.5,75.3,17699,1396,155,202,11.52,6.85,4.67,0.74,alta,27,22,15.4,3.33,693.21,1565.5,31.7,1.69,0.87,1.2,6,3.42,5,2.85,1532,-221,-12.6,2964,2964,46.1,alta,2964,1211,69.1,2688,,18.43,551,19.84,17.01,indeterminat,73,48,,,,
08098,080983,Sant Salvador de Guardiola,Bages,Comarques Centrals,3596,1607,1169,438,27.26,0.447,132.8,96.8,16407,2779,458,359,9.98,7.4,2.58,2.87,alta,9,0,2.5,0.56,545.61,1532.7,28.6,1.33,1,1.08,2,0.56,5,1.39,3581,-15,-0.4,4785,4785,42.4,baixa,4785,1189,33.1,4341,,9.6,710,16.72,2.48,indeterminat,80.2,28,,,,
08099,080996,Guardiola de Berguedà,Berguedà,Comarques Centrals,962,720,423,297,41.25,0.748,286.8,15.6,15580,709,117,136,14.14,8.94,5.2,2.14,alta,44,39,45.74,6.11,477.4,1432,53,1.16,0.89,2,5,5.2,9,9.36,852,-110,-11.4,1120,1120,71.7,alta,1120,158,16.4,1016,,40.57,295,43.36,37.79,indeterminat,83.1,20,63.46,55.36,7.22,CAT-JUNTS+
08100,081000,Gurb,Osona,Comarques Centrals,2738,907,786,121,13.34,0.331,137.9,53.1,22153,2452,118,168,6.14,3.47,2.67,0.99,alta,9,3,3.29,0.99,575.57,1963.2,33.4,1.4,1.05,1.26,10,3.65,11,4.02,2887,149,5.4,3844,3844,48.2,alta,3844,1106,40.4,3487,,3.02,852,1.73,4.3,indeterminat,68.5,62,,,,
08101,081017,"Hospitalet de Llobregat, l'",Barcelonès,Metropolità,292161,110488,101809,8679,7.86,0.378,144.3,23561.4,13302,126609,47069,118483,40.55,27.34,13.21,5.23,alta,705,522,2.41,0.64,379.59,826.9,14.6,0.93,0.8,0.55,347,1.19,460,1.57,233193,-58968,-20.2,270491,292161,25.6,mitjana,270491,-21670,-7.4,245357,,1.37,889,0,2.73,capital_serveis,77.1,37,,,,
08102,081022,Igualada,Anoia,Penedès,42449,18257,15681,2576,14.11,0.43,148.9,5234.2,15698,28975,4712,8762,20.64,15.09,5.55,2.1,alta,52,44,1.22,0.28,455.51,1163.6,21.2,1.11,0.99,0.8,39,0.92,76,1.79,41895,-554,-1.3,47161,47161,33.5,alta,47161,4712,11.1,42779,,2.72,863,4.42,1.02,segona_residencia,87,8,,,,
08103,081038,Jorba,Anoia,Penedès,849,452,319,133,29.42,0.532,137.1,27.5,17264,719,75,55,6.48,5.06,1.42,2.27,alta,7,2,8.24,1.55,334.12,1650.3,24.9,0.81,0.9,0.94,5,5.89,9,10.6,768,-81,-9.5,692,849,37.9,mitjana,692,-157,-18.5,628,,15.37,601,22.67,8.07,indeterminat,80.2,28,,,,
08104,081043,"Llacuna, la",Anoia,Penedès,961,756,376,380,50.26,0.787,205.6,18.4,16339,743,64,154,16.02,13.01,3.01,-1.12,alta,22,13,22.89,2.91,665.75,2074.9,49.8,1.62,1.16,1.88,6,6.24,3,3.12,1113,152,15.8,1560,1560,67.8,alta,1560,599,62.3,1415,,35.63,339,53.09,18.17,indeterminat,86.3,11,,,,
08105,081056,"Llagosta, la",Vallès Oriental,Metropolità,13254,5309,5053,256,4.82,0.401,161.2,4374.3,13766,7579,2778,2897,21.86,13.97,7.89,2.47,alta,4,0,0.3,0.08,401.17,951.6,12.8,0.98,0.85,0.48,7,0.53,30,2.26,11302,-1952,-14.7,12969,13254,23.4,mitjana,12969,-285,-2.2,11764,,0.31,927,0.62,0,buit_administratiu,78.7,32,,,,
08106,081069,Llinars del Vallès,Vallès Oriental,Metropolità,10931,4321,3741,580,13.42,0.395,142.9,395.6,17101,7829,1539,1563,14.3,9.07,5.23,1.05,alta,17,10,1.56,0.39,479.99,1349.8,25.5,1.17,0.94,0.96,12,1.1,22,2.01,10225,-706,-6.5,12797,12797,38.7,baixa,12797,1866,17.1,11608,,1.84,881,2.14,1.53,capital_serveis,74.4,44,,,,
08107,081075,Lliçà d'Amunt,Vallès Oriental,Metropolità,16519,6644,5383,1261,18.98,0.402,131.3,739.8,16930,12672,2675,1172,7.09,3.82,3.27,0.73,alta,23,18,1.39,0.35,630.28,1423.6,25.9,1.54,0.97,0.98,7,0.42,27,1.63,16041,-478,-2.9,25394,25394,39.1,baixa,25394,8875,53.7,23035,,4.33,821,7.33,1.33,capital_serveis,69.1,60,,,,
08108,081081,Lliçà de Vall,Vallès Oriental,Metropolità,6891,2680,2263,417,15.56,0.389,154.7,636.3,15754,5161,1177,553,8.02,4.57,3.45,1.24,alta,3,3,0.44,0.11,584.37,1442.7,24.4,1.43,1.04,0.92,2,0.29,12,1.74,7199,308,4.5,9822,9822,37.3,baixa,9822,2931,42.5,8909,,1.92,878,3.72,0.13,capital_serveis,69.5,58,,,,
08109,081094,Lluçà,Lluçanès,Comarques Centrals,280,203,102,101,49.75,0.725,161.5,5.3,15899,249,15,16,5.71,5.71,0,1.65,mitjana,7,2,25,3.45,424.5,1249.1,34.1,1.04,0.68,1.29,3,10.71,1,3.57,190,-90,-32.1,290,290,49,mitjana,290,10,3.6,263,,35.27,342,49.68,20.86,indeterminat,65.1,45,,,,
08110,081108,Malgrat de Mar,Maresme,Metropolità,19630,10160,7483,2677,26.35,0.518,185.3,2225.6,14651,12649,3161,3820,19.46,14.11,5.35,2.11,alta,407,369,20.73,4.01,759.89,1168.1,30,1.85,0.98,1.13,13,0.66,27,1.38,19317,-313,-1.6,36382,36382,44.1,baixa,36382,16752,85.3,33001,,20.34,527,19.32,21.35,indeterminat,79.2,31,,,,
08111,081115,Malla,Osona,Comarques Centrals,286,111,89,22,19.82,0.388,158.7,26,22561,264,3,19,6.64,5.24,1.4,1.96,mitjana,3,1,10.49,2.7,448.72,2840.6,100.4,1.09,1.34,3.79,1,3.5,5,17.48,382,96,33.6,313,382,100,mitjana,313,27,9.4,284,,10.2,694,7.39,13.01,segona_residencia,50.3,89,,,,
08112,081120,Manlleu,Osona,Comarques Centrals,21321,8887,7416,1471,16.55,0.417,119.8,1241.8,13699,13037,2009,6275,29.43,25.13,4.3,1.46,alta,4,0,0.19,0.05,409.78,1047.8,23.2,1,0.91,0.88,19,0.89,36,1.69,19376,-1945,-9.1,21310,21321,35.9,mitjana,21310,-11,-0.1,19329,,2.96,855,5.93,0,capital_serveis,81,26,,,,
08113,081136,Manresa,Bages,Comarques Centrals,80692,40136,31030,9106,22.69,0.497,143.1,1937.8,15099,49576,8240,22876,28.35,21.96,6.39,3.04,alta,174,156,2.16,0.43,447.69,1222,19.5,1.09,1.02,0.74,197,2.44,272,3.37,82653,1961,2.4,88110,88110,31.5,alta,88110,7418,9.2,79923,,8.51,736,15.12,1.89,segona_residencia,72.4,50,,,,
08114,081141,Martorell,Baix Llobregat,Metropolità,28989,10685,9967,718,6.72,0.369,126.1,2271.9,14833,17504,4276,7209,24.87,16.75,8.12,-1.09,alta,9,5,0.31,0.08,424.86,963.9,16.4,1.04,0.81,0.62,53,1.83,75,2.59,23461,-5528,-19.1,30040,30040,27.7,baixa,30040,1051,3.6,27248,,0,940,0,0,indeterminat,77.7,35,,,,
08115,081154,Martorelles,Vallès Oriental,Metropolità,4987,2057,1827,230,11.18,0.412,154.1,1381.4,16919,3471,888,628,12.59,8.12,4.47,1.55,alta,3,2,0.6,0.15,510.89,1172.9,29.2,1.25,0.87,1.1,1,0.2,6,1.2,4362,-625,-12.5,6214,6214,43.1,baixa,6214,1227,24.6,5637,,0.74,908,1.15,0.33,indeterminat,70.9,54,,,,
08116,081167,"Masies de Roda, les",Osona,Comarques Centrals,758,296,246,50,16.89,0.391,162.3,46.1,16932,643,40,75,9.89,7.78,2.11,1.5,alta,1,0,1.32,0.34,337.36,1415.9,32.1,0.82,0.82,1.21,1,1.32,2,2.64,625,-133,-17.5,624,758,46.6,mitjana,624,-134,-17.7,566,,3.12,850,4.98,1.27,indeterminat,79.9,29,,,,
08117,081173,"Masies de Voltregà, les",Osona,Comarques Centrals,3345,1398,1151,247,17.67,0.418,148.6,149.7,16761,2737,316,292,8.73,6.31,2.42,1.96,alta,4,0,1.2,0.29,478.23,1322.3,22.5,1.17,0.89,0.85,2,0.6,12,3.59,2989,-356,-10.6,3902,3902,35.1,baixa,3902,557,16.7,3539,,4,828,6.95,1.05,capital_serveis,77.6,36,,,,
08118,081189,"Masnou, el",Maresme,Metropolità,24727,10410,9166,1244,11.95,0.421,170,7294.1,19295,17187,3154,4386,17.74,12.86,4.88,2.39,alta,142,135,5.74,1.36,464.54,1190.1,24.5,1.13,0.86,0.92,63,2.55,68,2.75,21371,-3356,-13.6,28016,28016,37.5,mitjana,28016,3289,13.3,25413,,4.3,823,2.1,6.5,indeterminat,80,28,,,,
08119,081192,Masquefa,Anoia,Penedès,10111,4452,3503,949,21.32,0.44,112.1,592.7,15641,7596,1362,1153,11.4,7.63,3.77,1.56,alta,5,4,0.49,0.11,594,1275.5,17.6,1.45,0.91,0.66,12,1.19,23,2.27,9232,-879,-8.7,14649,14649,29.2,baixa,14649,4538,44.9,13287,,5.67,795,11.19,0.15,capital_serveis,73,49,,,,
08120,081206,Matadepera,Vallès Occidental,Metropolità,9808,3433,3020,413,12.03,0.35,120.9,386.8,26720,8480,579,749,7.64,4.38,3.26,1.17,alta,15,13,1.53,0.44,550.6,1926.1,33,1.34,1.01,1.25,8,0.82,13,1.33,9865,57,0.6,13171,13171,47.7,alta,13171,3363,34.3,11948,,1.15,896,0.59,1.7,capital_serveis,68.1,62,,,,
08121,081213,Mataró,Maresme,Metropolità,131370,52996,48140,4856,9.16,0.403,137.9,5830.9,14433,81589,20711,29070,22.13,17.34,4.79,0.11,alta,195,172,1.48,0.37,436.02,1080,17.4,1.06,0.92,0.66,132,1,175,1.33,121265,-10105,-7.7,139707,139707,28.9,mitjana,139707,8337,6.3,126726,,1.08,899,0.72,1.43,capital_serveis,79.7,29,,,,
08122,081228,Mediona,Alt Penedès,Penedès,2664,1917,989,928,48.41,0.72,133,56,14609,2004,295,365,13.7,10.59,3.11,1.26,alta,16,11,6.01,0.83,921.64,1480.8,24.3,2.25,1.03,0.92,2,0.75,10,3.75,2739,75,2.8,5988,5988,37.2,alta,5988,3324,124.8,5432,,26.48,443,48.27,4.7,indeterminat,59.1,83,,,,
08123,081234,Molins de Rei,Baix Llobregat,Metropolità,27291,11400,9954,1446,12.68,0.418,135.5,1712.1,18316,20127,3610,3554,13.02,8.81,4.21,2.69,alta,16,6,0.59,0.14,417.83,1199,22.5,1.02,0.84,0.85,35,1.28,59,2.16,22835,-4456,-16.3,27812,27812,35.1,baixa,27812,521,1.9,25228,,1.44,886,2.59,0.29,indeterminat,79.7,29,,,,
08124,081249,Mollet del Vallès,Vallès Oriental,Metropolità,52759,20857,19238,1619,7.76,0.395,151.6,4898.7,15241,31421,9931,11407,21.62,14.37,7.25,2.81,alta,8,2,0.15,0.04,394.89,1011.1,17,0.96,0.86,0.64,105,1.99,124,2.35,45400,-7359,-13.9,50815,52759,28.5,mitjana,50815,-1944,-3.7,46093,,0.17,933,0.34,0,indeterminat,86.5,10,,,,
08125,081252,Montcada i Reixac,Vallès Occidental,Metropolità,37446,15304,13669,1635,10.68,0.409,115,1595.5,14700,24016,5647,7783,20.78,14.38,6.4,0.67,alta,19,13,0.51,0.12,456.27,1011.7,14.3,1.11,0.84,0.54,44,1.18,69,1.84,31413,-6033,-16.1,41672,41672,25.2,baixa,41672,4226,11.3,37800,,0.6,915,1.01,0.19,indeterminat,76,40,,,,
08126,081265,Montgat,Maresme,Metropolità,12835,5276,4671,605,11.47,0.411,120,4410.7,18237,9021,1669,2145,16.71,12.88,3.83,3.33,alta,74,68,5.77,1.4,370.85,1174.5,20.3,0.9,0.85,0.77,19,1.48,29,2.26,10963,-1872,-14.6,11609,12835,32.4,mitjana,11609,-1226,-9.6,10531,,3.93,831,1.2,6.66,indeterminat,63.6,75,,,,
08127,081271,Monistrol de Montserrat,Bages,Comarques Centrals,3233,1605,1261,344,21.43,0.496,125.7,274.7,14812,2219,371,643,19.89,15.65,4.24,1.82,alta,37,27,11.44,2.31,437.24,1605.2,15,1.07,1.03,0.57,23,7.11,16,4.95,3329,96,3,3448,3448,26.1,mitjana,3448,215,6.7,3127,,12.96,640,13.97,11.94,capital_serveis,80,28,,,,
08128,081287,Monistrol de Calders,Moianès,Comarques Centrals,764,489,288,201,41.1,0.64,216.1,34.8,15222,622,88,54,7.07,4.06,3.01,1.4,alta,7,3,9.16,1.43,333.68,1532.1,30.6,0.81,0.9,1.15,4,5.24,3,3.93,690,-74,-9.7,622,764,44.8,mitjana,622,-142,-18.6,564,,23.01,492,38.05,7.97,indeterminat,76.9,37,,,,
08129,081290,Muntanyola,Osona,Comarques Centrals,700,392,250,142,36.22,0.56,122.8,17.4,19469,601,51,48,6.86,3.43,3.43,-0.39,mitjana,11,3,15.71,2.81,362.87,1700,31.1,0.89,0.86,1.17,1,1.43,1,1.43,604,-96,-13.7,620,700,45.4,mitjana,620,-80,-11.4,562,,22.61,497,29.95,15.26,indeterminat,81.1,25,,,,
08130,081304,Montclar,Berguedà,Comarques Centrals,133,87,46,41,47.13,0.654,140.9,6.1,14378,128,2,3,2.26,2.26,0,0,mitjana,11,6,82.71,12.64,592.72,1880.4,44.2,1.45,1.08,1.67,0,0,1,7.52,143,10,7.5,192,192,61.1,alta,192,59,44.4,174,,59.19,155,43.99,74.39,indeterminat,59.7,11,91.89,22.97,17.57,CAT-JUNTS+
08131,081311,Montesquiu,Osona,Comarques Centrals,1133,659,447,212,32.17,0.582,143.6,229.4,14589,839,112,182,16.06,13.5,2.56,1.8,alta,4,4,3.53,0.61,357.35,1114.7,29.2,0.87,0.89,1.1,1,0.88,4,3.53,1004,-129,-11.4,988,1133,43.1,mitjana,988,-145,-12.8,896,,15.25,603,27.47,3.02,indeterminat,84.4,16,,,,
08132,081326,Montmajor,Berguedà,Comarques Centrals,471,289,166,123,42.56,0.614,211.3,6.2,14987,409,17,45,9.55,8.28,1.27,1.67,alta,18,10,38.22,6.23,843.28,1989.5,46.5,2.06,1.12,1.75,5,10.62,6,12.74,527,56,11.9,969,969,63.9,alta,969,498,105.7,879,,36.81,330,38.08,35.54,excursio,72.7,49,78.67,27.56,12,CAT-JUNTS+
08133,081332,Montmaneu,Anoia,Penedès,182,121,61,60,49.59,0.665,300,13.4,15709,142,10,30,16.48,14.29,2.19,5.32,alta,2,1,10.99,1.65,574.52,1249.6,56.5,1.4,0.71,2.13,2,10.99,4,21.98,128,-54,-29.7,255,255,75.9,alta,255,73,40.1,231,,28.04,421,46.66,9.41,excursio,55.1,45,,,,
08134,081347,Figaró-Montmany,Vallès Oriental,Metropolità,1187,596,442,154,25.84,0.502,189.1,79.2,16189,838,131,218,18.37,11.2,7.17,1.91,alta,7,3,5.9,1.17,366.27,1158.4,30.4,0.89,0.83,1.15,2,1.68,4,3.37,982,-205,-17.3,1060,1187,44.6,mitjana,1060,-127,-10.7,962,,11.99,658,18.11,5.88,indeterminat,89.6,1,,,,
